,data,replication,fold,trainRuntime,trainAUC,testAUC,trainAccuracy,TestAccuracy
0,Mutagenesis1,1,2,58.77222747600172,0.830592105263158,0.6923076923076924,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,1,3,59.49872483802028,0.7964442355889725,0.8717948717948718,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,1,4,59.44575413898565,0.8108552631578947,0.9743589743589745,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,1,5,59.379867553012446,0.8190789473684211,0.6923076923076924,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,1,6,59.88348016300006,0.8068900126422249,0.7976190476190476,0.6686390532544378,0.631578947368421
0,Mutagenesis1,1,7,59.537887915968895,0.7892699115044248,0.9761904761904762,0.6686390532544378,0.631578947368421
0,Mutagenesis1,1,8,58.78928690601606,0.8270385587863462,0.5833333333333334,0.6745562130177515,0.631578947368421
0,Mutagenesis1,1,9,60.07375518401386,0.8083372147182114,0.9166666666666666,0.6647058823529411,0.6666666666666666
0,Mutagenesis1,1,10,59.53349881101167,0.8226207110697096,0.7222222222222222,0.6647058823529411,0.6666666666666666
0,Mutagenesis1,2,1,60.33810693799751,0.8085056390977443,0.9230769230769231,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,2,2,59.30782906798413,0.8041196741854636,0.8717948717948718,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,2,3,59.507243518019095,0.8135181704260651,0.6666666666666666,0.6686390532544378,0.6842105263157895
0,Mutagenesis1,2,4,59.42905676504597,0.8283208020050127,0.7435897435897436,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,2,5,58.89453352300916,0.8119517543859649,0.8461538461538463,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,2,6,58.94501982803922,0.8268015170670039,0.7142857142857143,0.6686390532544378,0.631578947368421
0,Mutagenesis1,2,7,59.15299095300725,0.8211915297092287,0.8095238095238095,0.6686390532544378,0.631578947368421
0,Mutagenesis1,2,8,59.863175068981946,0.7996207332490518,0.8809523809523809,0.6686390532544378,0.631578947368421
0,Mutagenesis1,2,9,59.64989041903755,0.7945971122496507,0.9861111111111112,0.6647058823529411,0.6666666666666666
0,Mutagenesis1,2,10,59.7749957049964,0.8404750815090825,0.5,0.6705882352941176,0.6666666666666666
0,Mutagenesis1,3,1,59.18182422599057,0.8045895989974938,0.9487179487179488,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,3,2,59.31929253600538,0.8086622807017545,0.8717948717948718,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,3,3,58.4249950760277,0.7956610275689223,0.9487179487179488,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,3,4,59.72109416197054,0.830670426065163,0.5384615384615384,0.6686390532544378,0.6842105263157895
0,Mutagenesis1,3,5,59.35688250802923,0.8181390977443609,0.8205128205128206,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,3,6,59.227269107999746,0.8061788874841971,0.7619047619047619,0.6686390532544378,0.631578947368421
0,Mutagenesis1,3,7,59.41486026800703,0.8140012642225032,0.8571428571428571,0.6686390532544378,0.631578947368421
0,Mutagenesis1,3,8,59.480526714993175,0.8359671302149179,0.6666666666666666,0.6686390532544378,0.631578947368421
0,Mutagenesis1,3,9,59.39688675600337,0.8261915851575842,0.8194444444444444,0.6647058823529411,0.6666666666666666
0,Mutagenesis1,3,10,59.69106408796506,0.8444340940847693,0.5972222222222223,0.6705882352941176,0.6666666666666666
0,Mutagenesis1,4,1,59.804864305013325,0.7880639097744362,0.9615384615384616,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,4,2,59.7666016209987,0.8117167919799498,0.8333333333333335,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,4,3,59.17185368499486,0.8057644110275689,0.8846153846153847,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,4,4,58.876640745962504,0.8356046365914787,0.6923076923076923,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,4,5,59.87717181898188,0.8201754385964912,0.8461538461538461,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,4,6,59.40634745499119,0.8128950695322378,0.8452380952380951,0.6686390532544378,0.631578947368421
0,Mutagenesis1,4,7,59.788746334961616,0.8189791403286978,0.8214285714285715,0.6686390532544378,0.631578947368421
0,Mutagenesis1,4,8,59.65433316200506,0.827117572692794,0.5595238095238095,0.6686390532544378,0.631578947368421
0,Mutagenesis1,4,9,58.887470613990445,0.816643378357398,0.7916666666666667,0.6647058823529411,0.6666666666666666
0,Mutagenesis1,4,10,59.58640665200073,0.8089582362987114,0.8472222222222223,0.6647058823529411,0.6666666666666666
0,Mutagenesis1,5,1,59.71502942498773,0.805999373433584,0.7948717948717948,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,5,2,59.5041534609627,0.8171992481203009,0.782051282051282,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,5,3,58.96903153898893,0.8255795739348372,0.7435897435897436,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,5,4,59.47754477203125,0.7991854636591479,0.9102564102564104,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,5,5,58.70505357498769,0.8334116541353384,0.7564102564102565,0.6627218934911243,0.6842105263157895
0,Mutagenesis1,5,6,58.703691111993976,0.8166877370417193,0.8214285714285714,0.6686390532544378,0.631578947368421
0,Mutagenesis1,5,7,59.610626210982446,0.8171618204804045,0.75,0.6686390532544378,0.631578947368421
0,Mutagenesis1,5,8,59.44242298899917,0.8090233881163085,0.8928571428571428,0.6686390532544378,0.631578947368421
0,Mutagenesis1,5,9,59.609659328009,0.8250271696941468,0.7777777777777777,0.6647058823529411,0.6666666666666666
0,Mutagenesis1,5,10,59.501556762028486,0.8113646949231487,0.875,0.6647058823529411,0.6666666666666666
0,Mutagenesis1,Average,Average,59.39651081349933,0.8155748469625392,0.7983516483516485,0.6654841628959275,0.6649122807017548
0,Mutagenesis2,1,1,12.553358317993116,0.7237762237762239,0.5,0.7027027027027027,0.6
0,Mutagenesis2,1,2,12.864267386030406,0.7307692307692308,0.5,0.7027027027027027,0.6
0,Mutagenesis2,1,3,13.62108144996455,0.7053872053872055,0.75,0.7105263157894737,0.5
0,Mutagenesis2,1,4,13.330083013977855,0.6971153846153847,1.0,0.6842105263157895,0.75
0,Mutagenesis2,1,5,13.327134035993367,0.6650641025641025,1.0,0.6842105263157895,0.75
0,Mutagenesis2,1,6,13.261138775967993,0.6875,1.0,0.6842105263157895,0.75
0,Mutagenesis2,1,7,12.90322959999321,0.7451923076923076,0.0,0.6842105263157895,0.75
0,Mutagenesis2,1,8,13.04872407001676,0.7083333333333334,0.0,0.6842105263157895,0.75
0,Mutagenesis2,1,9,12.936156411014963,0.6842948717948718,1.0,0.6842105263157895,0.75
0,Mutagenesis2,1,10,13.089945788960904,0.6842948717948718,1.0,0.6842105263157895,0.75
0,Mutagenesis2,2,1,12.806562845013104,0.7132867132867133,0.5,0.7027027027027027,0.6
0,Mutagenesis2,2,2,12.622759596968535,0.6555944055944055,1.0,0.7027027027027027,0.6
0,Mutagenesis2,2,3,13.189053916023113,0.7491582491582491,0.5,0.7105263157894737,0.5
0,Mutagenesis2,2,4,13.494949497980997,0.6682692307692307,1.0,0.6842105263157895,0.75
0,Mutagenesis2,2,5,12.982758144033141,0.6490384615384615,1.0,0.6842105263157895,0.75
0,Mutagenesis2,2,6,13.085857001016848,0.7692307692307692,0.0,0.6842105263157895,0.75
0,Mutagenesis2,2,7,12.950456831022166,0.7291666666666666,0.0,0.6842105263157895,0.75
0,Mutagenesis2,2,8,13.460576134966686,0.6730769230769232,0.6666666666666667,0.6842105263157895,0.75
0,Mutagenesis2,2,9,13.161864146997686,0.7371794871794872,1.0,0.6842105263157895,0.75
0,Mutagenesis2,2,10,13.095520520000719,0.6794871794871796,1.0,0.6842105263157895,0.75
0,Mutagenesis2,3,1,12.810004065046087,0.7360139860139859,0.5,0.7027027027027027,0.6
0,Mutagenesis2,3,2,12.649044780991971,0.7412587412587412,0.5,0.7027027027027027,0.6
0,Mutagenesis2,3,3,13.411444191006012,0.7121212121212122,1.0,0.7105263157894737,0.5
0,Mutagenesis2,3,4,13.035990886972286,0.75,0.6666666666666667,0.6842105263157895,0.75
0,Mutagenesis2,3,5,13.13053670298541,0.6842948717948718,1.0,0.6842105263157895,0.75
0,Mutagenesis2,3,6,12.99431519897189,0.7323717948717949,0.6666666666666667,0.6842105263157895,0.75
0,Mutagenesis2,3,7,13.037391064979602,0.6874999999999999,1.0,0.6842105263157895,0.75
0,Mutagenesis2,3,8,13.385534753964748,0.6923076923076923,0.6666666666666667,0.6842105263157895,0.75
0,Mutagenesis2,3,9,13.004061688960064,0.6891025641025641,1.0,0.6842105263157895,0.75
0,Mutagenesis2,3,10,12.926463559037074,0.75,0.0,0.6842105263157895,0.75
0,Mutagenesis2,4,1,12.578907096001785,0.7587412587412588,0.5,0.7027027027027027,0.6
0,Mutagenesis2,4,2,12.8494068380096,0.6748251748251748,1.0,0.7027027027027027,0.6
0,Mutagenesis2,4,3,13.143629985977896,0.7929292929292932,0.0,0.7105263157894737,0.5
0,Mutagenesis2,4,4,13.03319108998403,0.6907051282051283,0.33333333333333337,0.6842105263157895,0.75
0,Mutagenesis2,4,5,13.051536438986659,0.7163461538461539,0.0,0.6842105263157895,0.75
0,Mutagenesis2,4,6,12.944087027979549,0.7612179487179487,1.0,0.6842105263157895,0.75
0,Mutagenesis2,4,7,13.381556873966474,0.6875,1.0,0.6842105263157895,0.75
0,Mutagenesis2,4,8,12.921387773996685,0.7355769230769231,1.0,0.6842105263157895,0.75
0,Mutagenesis2,4,9,13.005467174982186,0.6682692307692308,1.0,0.6842105263157895,0.75
0,Mutagenesis2,4,10,13.056034495995846,0.6618589743589745,1.0,0.6842105263157895,0.75
0,Mutagenesis2,5,1,12.349318977969233,0.645104895104895,1.0,0.7027027027027027,0.6
0,Mutagenesis2,5,2,12.738466481037904,0.6555944055944054,1.0,0.7027027027027027,0.6
0,Mutagenesis2,5,3,12.914291621011216,0.7491582491582492,0.25,0.7105263157894737,0.5
0,Mutagenesis2,5,4,12.884403743955772,0.7339743589743589,0.0,0.6842105263157895,0.75
0,Mutagenesis2,5,5,13.079483844980132,0.6650641025641025,1.0,0.6842105263157895,0.75
0,Mutagenesis2,5,6,13.1588313599932,0.685897435897436,0.6666666666666667,0.6842105263157895,0.75
0,Mutagenesis2,5,7,12.90810927102575,0.7532051282051282,0.0,0.6842105263157895,0.75
0,Mutagenesis2,5,8,12.958967410959303,0.7131410256410257,1.0,0.6842105263157895,0.75
0,Mutagenesis2,5,9,13.133129769994412,0.7387820512820512,0.0,0.6842105263157895,0.75
0,Mutagenesis2,5,10,12.870667919982225,0.6875,1.0,0.6842105263157895,0.75
0,Mutagenesis2,Average,Average,13.022622791472822,0.7081115643615645,0.6633333333333334,0.6905405405405409,0.6950000000000002
